age,ast,awards,blk,drb,efg_pct,fg,fg2,fg2_pct,fg2a,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,games,games_started,mp,name_display,orb,pf,pos,pts,stl,team_name_abbr,tov,trb
24,30,,4,55,.599,83,14,.519,27,69,.408,169,.423,196,17,.895,19,56,0,614,A.J. Green,9,49,SG,252,9,MIL,12,64
22,53,,2,74,.500,90,41,.562,73,49,.314,156,.393,229,23,.885,26,57,1,814,Ben Sheppard,15,88,SG,252,33,IND,15,89
24,60,,3,119,.476,84,37,.435,85,47,.333,141,.372,226,32,.865,37,59,15,827,Troy Brown Jr.,25,42,SF,247,24,2TM,30,144
33,55,,17,174,.569,87,87,.592,147,0,.000,6,.569,153,70,.707,99,46,11,674,Mason Plumlee,60,68,C,244,14,LAC,36,234
31,48,,18,67,.617,103,83,.648,128,20,.364,55,.563,183,14,.609,23,44,0,680,Gary Payton II,46,77,SG,240,39,GSW,27,113
27,110,,51,185,.514,88,50,.568,88,38,.317,120,.423,208,21,.840,25,55,23,1173,John Konchar,72,76,SF,235,51,MEM,46,257
34,67,,9,62,.595,88,33,.569,58,55,.404,136,.454,194,3,.750,4,58,9,862,Justin Holiday,9,69,SG,234,36,DEN,14,71
26,44,,8,80,.486,80,36,.434,83,44,.346,127,.381,210,26,.788,33,59,11,719,Chris Duarte,26,80,SF,230,28,SAC,26,106
21,47,,7,56,.462,82,41,.488,84,41,.297,138,.369,222,22,.710,31,50,0,545,Julian Strawther,5,54,SF,227,17,DEN,23,61
33,44,,6,50,.485,80,42,.438,96,38,.352,108,.392,204,28,.903,31,44,4,616,Seth Curry,18,39,SG,226,22,2TM,21,68
28,19,,7,66,.558,84,39,.549,71,45,.375,120,.440,191,12,.800,15,42,0,511,Sasha Vezenkov,30,42,PF,225,20,SAC,12,96
23,51,,12,90,.558,97,89,.582,153,8,.286,28,.536,181,22,.537,41,60,2,746,KJ Martin,41,100,SF,224,22,2TM,32,131
24,17,,25,105,.689,93,71,.717,99,22,.423,52,.616,151,15,.789,19,43,0,469,Bol Bol,32,42,PF,223,10,PHO,19,137
25,29,,18,136,.552,99,94,.588,160,5,.208,24,.538,184,19,.679,28,48,12,545,Omer Yurtseven,72,52,C,222,8,UTA,37,208
27,60,,6,61,.451,79,61,.466,131,18,.281,64,.405,195,40,.816,49,48,0,581,Shake Milton,14,54,SG,216,19,3TM,31,75
23,45,,4,84,.492,76,52,.495,105,24,.324,74,.425,179,38,.826,46,43,3,664,Jalen Wilson,47,48,PF,214,11,BRK,19,131
23,31,,7,77,.578,81,51,.560,91,30,.400,75,.488,166,19,.679,28,48,1,608,MarJon Beauchamp,22,54,SF,211,13,MIL,27,99
31,119,,11,67,.460,74,49,.408,120,25,.368,68,.394,188,37,.822,45,47,1,742,Delon Wright,19,32,PG,210,54,2TM,14,86
32,84,,20,117,.684,72,71,.689,103,1,.333,3,.679,106,63,.708,89,63,9,836,Dwight Powell,97,113,C,208,26,DAL,32,214
26,35,,5,50,.524,81,68,.562,121,13,.283,46,.485,167,32,.653,49,43,0,393,Eugene Omoruyi,35,62,SF,207,27,WAS,21,85
25,44,,8,99,.493,68,53,.541,98,15,.273,55,.444,153,50,.602,83,55,1,630,Oshae Brissett,61,54,SF,201,19,BOS,20,160
21,29,,27,103,.514,80,52,.510,102,28,.346,81,.437,183,11,.550,20,63,3,781,JT Thor,43,60,PF,199,11,CHO,15,146
28,38,,22,79,.497,72,51,.526,97,21,.304,69,.434,166,32,.762,42,53,8,665,Keita Bates-Diop,31,35,SF,197,25,2TM,15,110
27,110,,7,54,.628,70,28,.500,56,42,.472,89,.483,145,13,.722,18,56,0,626,Jordan McLaughlin,18,31,PG,195,35,MIN,19,72
32,68,,30,113,.541,63,31,.574,54,32,.348,92,.432,146,33,.702,47,43,7,871,Maxi Kleber,30,79,C,191,17,DAL,28,143
24,49,,12,102,.532,73,54,.593,91,19,.297,64,.471,155,25,.735,34,46,5,451,Sandro Mamukelashvili,45,35,C,190,7,SAS,19,147
31,34,,11,57,.500,75,65,.546,119,10,.244,41,.469,160,29,.806,36,50,3,466,Anthony Gill,37,48,PF,189,13,WAS,23,94
23,32,,38,65,.483,69,63,.500,126,6,.261,23,.463,149,42,.677,62,58,0,576,Zeke Nnaji,61,81,PF,186,15,DEN,27,126
36,17,,20,84,.602,79,78,.624,125,1,.143,7,.598,132,26,.578,45,46,0,339,JaVale McGee,42,46,C,185,14,SAC,34,126
21,81,,18,84,.494,69,52,.627,83,17,.230,74,.439,157,25,.581,43,59,2,681,Dalen Terry,29,81,SG,180,27,CHI,32,113
24,19,,7,80,.421,60,47,.500,94,13,.203,64,.380,158,44,.786,56,43,7,404,Luka Å amaniÄ,22,32,PF,177,5,UTA,28,102
25,137,,5,37,.570,60,9,.375,24,51,.405,126,.400,150,2,1.000,2,41,14,699,Jacob Gilyard,9,39,PG,173,33,2TM,30,46
26,37,,6,61,.376,65,53,.449,118,12,.169,71,.344,189,27,.730,37,50,1,538,Jalen McDaniels,18,52,SF,169,19,TOR,30,79
21,44,,15,45,.432,59,49,.490,100,10,.208,48,.399,148,35,.833,42,49,2,507,Jaden Springer,33,66,PG,163,36,2TM,34,78
26,35,,1,40,.569,57,15,.517,29,42,.389,108,.416,137,6,.667,9,41,2,413,Svi Mykhailiuk,11,19,SF,162,11,BOS,12,51
32,51,,14,101,.608,73,73,.613,119,0,.000,1,.608,120,15,.288,52,49,0,549,Tristan Thompson,73,59,C,161,12,CLE,29,174
32,36,,13,86,.449,56,28,.467,60,28,.292,96,.359,156,17,.680,25,53,6,600,Mike Muscala,39,52,C,157,9,3TM,22,125
21,32,,10,54,.448,62,48,.421,114,14,.350,40,.403,154,14,.583,24,50,6,613,Johnny Davis,18,57,SG,152,18,WAS,13,72
23,21,,10,61,.544,57,36,.667,54,21,.300,70,.460,124,17,.850,20,45,2,458,Nassir Little,14,39,SF,152,10,PHO,14,75
35,145,,4,65,.430,66,62,.413,150,4,.500,8,.418,158,3,.750,4,43,5,741,Ish Smith,11,49,PG,139,17,CHO,47,76
23,20,,3,36,.500,54,41,.577,71,13,.260,50,.446,121,15,.652,23,42,0,311,A.J. Lawson,14,22,SG,136,10,DAL,14,50
22,50,,6,70,.585,50,33,.611,54,17,.370,46,.500,100,8,.727,11,57,8,572,Andre Jackson Jr.,43,92,SG,125,16,MIL,28,113
30,50,,33,82,.617,50,50,.641,78,0,.000,3,.617,81,20,.588,34,48,0,444,Alex Len,46,66,C,120,11,SAC,27,128
25,20,,7,62,.460,40,17,.567,30,23,.280,82,.357,112,4,.571,7,47,8,432,Chuma Okeke,18,19,SF,107,9,ORL,16,80
32,15,,5,67,.579,34,7,.467,15,27,.403,67,.415,82,1,1.000,1,44,0,417,Reggie Bullock,6,29,SF,96,12,HOU,10,73
23,15,,4,33,.537,34,14,.467,30,20,.385,52,.415,82,5,.556,9,54,0,275,Kessler Edwards,9,26,SF,93,10,SAC,4,42
25,25,,19,91,.691,38,38,.691,55,0,,0,.691,55,16,.667,24,45,11,585,Jericho Sims,56,45,C,92,8,NYK,16,147
24,25,,6,42,.489,37,23,.548,42,14,.292,48,.411,90,1,.500,2,44,0,394,Kobe Brown,20,49,PF,89,12,LAC,9,62
31,39,,5,64,.427,26,25,.424,59,1,.333,3,.419,62,23,.605,38,43,0,320,Cody Zeller,48,45,C,76,9,NOP,16,112
,,,,,.547,,,.545,,,.366,,.474,,,.784,,,,,League Average,,,,,,,,
,,,,,.532,,,.535,,,.351,,.462,,,.779,,,,,League Average,,,,,,,,
