age,ast_per_g,awards,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,games,games_started,mp_per_g,name_display,orb_per_g,pf_per_g,pos,pts_per_g,stl_per_g,team_name_abbr,tov_per_g,trb_per_g
27,4.5,"MVP-4,AS,NBA1",0.4,4.4,.491,.482,10.0,20.7,.347,2.3,6.5,.450,12.2,27.2,.850,8.7,10.2,80,80,41.0,Kobe Bryant,0.9,2.9,SG,35.4,1.8,LAL,3.1,5.3
30,7.4,"MVP-10,AS,NBA3",0.1,2.6,.467,.465,10.3,22.2,.323,1.0,3.1,.447,11.3,25.3,.814,9.4,11.5,72,72,43.1,Allen Iverson,0.6,1.7,PG,33.0,1.9,PHI,3.4,3.2
21,6.6,"MVP-2,AS,NBA1",0.8,6.1,.515,.518,9.5,18.3,.335,1.6,4.8,.480,11.1,23.1,.738,7.6,10.3,79,79,42.5,LeBron James,0.9,2.3,SF,31.4,1.6,CLE,3.3,7.0
24,6.1,"AS,NBA3",0.3,2.8,.507,.485,6.8,14.1,.369,2.5,6.8,.447,9.3,20.9,.820,8.2,10.0,80,80,42.3,Gilbert Arenas,0.7,3.6,PG,29.3,2.0,WAS,3.7,3.5
24,6.7,"MVP-6,AS,NBA2",0.8,4.3,.499,.513,9.1,17.8,.171,0.2,1.0,.495,9.3,18.8,.783,8.4,10.7,75,75,38.6,Dwyane Wade,1.4,2.9,SG,27.2,1.9,MIA,3.6,5.7
28,4.7,AS,0.4,5.7,.509,.503,7.3,14.5,.354,1.4,4.0,.471,8.7,18.5,.772,7.9,10.3,79,79,39.0,Paul Pierce,1.0,2.8,SF,26.8,1.4,BOS,3.5,6.7
27,2.8,"MVP-3,AS,NBA1",1.0,7.6,.515,.496,7.9,16.0,.406,1.4,3.3,.480,9.3,19.3,.901,6.7,7.4,81,81,38.1,Dirk Nowitzki,1.4,2.0,PF,26.6,0.7,DAL,1.9,9.0
21,2.7,NBA3,0.5,3.4,.493,.506,9.0,17.8,.243,0.5,1.9,.481,9.5,19.7,.808,7.2,8.9,80,80,36.8,Carmelo Anthony,1.5,2.9,SF,26.5,1.1,DEN,2.7,4.9
26,2.9,,0.1,3.3,.504,.471,6.5,13.8,.395,2.0,5.2,.450,8.5,19.0,.877,6.3,7.1,80,80,39.1,Michael Redd,1.0,2.0,SG,25.4,1.2,MIL,2.1,4.3
30,3.7,AS,0.2,3.3,.544,.486,5.3,10.9,.412,3.4,8.4,.454,8.7,19.2,.903,4.2,4.6,78,78,38.7,Ray Allen,0.9,1.9,SG,25.1,1.3,SEA,2.4,4.3
26,2.6,"MVP-7,DPOY-10,AS,NBA2",2.5,7.0,.527,.527,9.6,18.1,.333,0.0,0.0,.527,9.6,18.2,.775,5.6,7.2,79,79,39.2,Elton Brand,3.0,2.9,PF,24.7,1.0,LAC,2.2,10.0
26,4.8,AS,0.9,5.6,.442,.434,7.2,16.5,.312,1.6,5.0,.406,8.7,21.5,.747,5.4,7.2,47,47,37.1,Tracy McGrady,1.0,1.9,SF,24.4,1.3,HOU,2.6,6.5
29,4.3,AS,0.7,4.1,.471,.459,6.7,14.6,.341,1.6,4.6,.430,8.3,19.2,.799,6.1,7.6,79,79,36.8,Vince Carter,1.7,3.0,SG,24.2,1.2,NJN,2.7,5.8
25,3.1,,0.5,4.4,.509,.477,6.1,12.8,.384,2.4,6.4,.446,8.5,19.2,.673,3.7,5.5,75,75,38.4,Jason Richardson,1.4,2.7,SG,23.2,1.3,GSW,2.2,5.8
21,2.6,AS,1.1,6.3,.505,.511,7.8,15.3,.000,0.0,0.2,.505,7.8,15.5,.816,6.8,8.3,70,70,39.3,Chris Bosh,2.9,3.0,C,22.5,0.7,TOR,2.2,9.2
25,1.5,"AS,NBA3",1.6,7.6,.519,.519,8.2,15.8,.000,0.0,0.0,.519,8.2,15.8,.853,5.9,6.9,57,57,34.2,Yao Ming,2.6,3.4,C,22.3,0.5,HOU,2.6,10.2
29,4.1,"DPOY-13,AS",1.4,9.9,.529,.532,8.1,15.3,.267,0.1,0.4,.526,8.2,15.7,.810,5.2,6.4,76,76,38.9,Kevin Garnett,2.8,2.7,PF,21.8,1.4,MIN,2.4,12.7
27,1.8,"MVP-10,DPOY-7,AS,NBA3",1.7,8.8,.560,.577,7.7,13.3,.331,1.2,3.6,.525,8.8,16.9,.809,3.0,3.7,81,81,40.3,Shawn Marion,3.1,2.8,PF,21.8,2.0,PHO,1.5,11.8
27,5.4,,0.1,2.6,.501,.458,4.9,10.8,.386,2.3,6.1,.432,7.3,16.9,.849,4.2,4.9,82,82,38.6,Mike Bibby,0.4,2.1,PG,21.1,1.0,SAC,2.4,2.9
29,1.9,,0.1,7.3,.491,.458,6.3,13.7,.394,1.8,4.5,.442,8.0,18.2,.731,2.6,3.6,82,80,40.1,Antawn Jamison,2.0,2.3,SF,20.5,1.1,WAS,1.7,9.3
25,4.6,AS,1.9,6.5,.504,.505,7.5,14.8,.250,0.0,0.2,.503,7.5,14.9,.689,5.3,7.7,80,80,39.2,Pau Gasol,2.4,2.3,PF,20.4,0.6,MEM,2.9,8.9
30,5.8,,0.0,2.7,.538,.481,5.2,10.7,.442,2.1,4.8,.469,7.3,15.5,.837,3.6,4.3,79,79,37.0,Mike James,0.6,2.7,PG,20.3,0.9,TOR,2.6,3.3
24,6.5,,0.4,2.9,.499,.487,6.1,12.6,.356,1.6,4.4,.453,7.7,17.0,.791,3.2,4.0,82,82,40.7,Joe Johnson,1.2,2.3,SG,20.2,1.3,ATL,3.3,4.1
32,3.4,,0.8,7.4,.441,.443,7.9,17.9,.273,0.3,1.0,.434,8.2,19.0,.756,3.5,4.6,75,75,38.6,Chris Webber,2.5,2.9,PF,20.2,1.4,PHI,2.4,9.9
27,3.4,AS,0.2,2.2,.512,.494,7.4,15.0,.458,0.7,1.5,.491,8.1,16.5,.845,3.2,3.8,80,80,35.3,Richard Hamilton,1.1,2.6,SG,20.1,0.7,DET,2.2,3.2
26,2.3,,0.6,3.6,.529,.507,5.1,10.0,.384,1.8,4.7,.467,6.9,14.8,.818,4.5,5.5,78,77,36.9,Rashard Lewis,1.4,2.4,SF,20.1,1.3,SEA,1.8,5.0
27,2.6,AS,2.3,7.3,.474,.474,7.4,15.6,.300,0.1,0.2,.472,7.5,15.8,.709,5.1,7.2,51,47,35.3,Jermaine O'Neal,2.0,3.5,PF,20.1,0.5,IND,3.0,9.3
33,1.9,"AS,NBA1",1.8,6.3,.600,.600,8.1,13.6,,0.0,0.0,.600,8.1,13.6,.469,3.7,8.0,59,58,30.6,Shaquille O'Neal,2.9,3.9,C,20.0,0.4,MIA,2.8,9.2
