age,ast_per_g,awards,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,games,games_started,mp_per_g,name_display,orb_per_g,pf_per_g,pos,pts_per_g,stl_per_g,team_name_abbr,tov_per_g,trb_per_g
28,10.4,"MVP-1,AS,NBA1",0.4,9.0,.476,.459,7.7,16.8,.343,2.5,7.2,.425,10.2,24.0,.845,8.8,10.4,81,81,34.6,Russell Westbrook,1.7,2.3,PG,31.6,1.6,OKC,5.4,10.7
27,11.2,"MVP-2,AS,NBA1",0.5,7.0,.525,.530,5.1,9.6,.347,3.2,9.3,.440,8.3,18.9,.847,9.2,10.9,81,81,36.4,James Harden,1.2,2.7,PG,29.1,1.5,HOU,5.7,8.1
27,5.9,"MVP-5,AS,NBA2",0.2,2.1,.546,.528,5.8,10.9,.379,3.2,8.5,.463,9.0,19.4,.909,7.8,8.5,76,76,33.8,Isaiah Thomas,0.6,2.2,PG,28.9,0.9,BOS,2.8,2.7
23,2.1,"MVP-9,AS,NBA1",2.2,9.5,.518,.524,9.7,18.6,.299,0.5,1.8,.505,10.3,20.3,.802,6.9,8.6,75,75,36.1,Anthony Davis,2.3,2.2,C,28.0,1.3,NOP,2.4,11.8
27,3.9,"MVP-11,AS,NBA3",0.2,4.3,.477,.484,9.3,19.2,.266,0.4,1.7,.467,9.7,20.9,.842,7.4,8.7,74,74,35.4,DeMar DeRozan,0.9,1.8,SG,27.3,1.1,TOR,2.4,5.2
26,4.6,AS,1.3,8.9,.498,.483,7.2,14.8,.361,1.8,5.0,.452,9.0,19.9,.772,7.2,9.3,72,72,34.2,DeMarcus Cousins,2.1,3.9,C,27.0,1.4,2TM,3.7,11.0
26,5.9,,0.3,4.3,.516,.492,6.0,12.1,.370,2.9,7.7,.444,8.8,19.8,.895,6.5,7.3,75,75,35.9,Damian Lillard,0.6,2.0,PG,27.0,0.9,POR,2.6,4.9
32,8.7,"MVP-4,DPOY-5,AS,NBA1",0.6,7.3,.594,.611,8.3,13.5,.363,1.7,4.6,.548,9.9,18.2,.674,4.8,7.2,74,74,37.8,LeBron James,1.3,1.8,SF,26.4,1.2,CLE,4.1,8.6
25,3.5,"MVP-3,DPOY-3,AS,NBA1",0.7,4.7,.541,.529,6.6,12.5,.380,2.0,5.2,.485,8.6,17.7,.880,6.3,7.2,74,74,33.4,Kawhi Leonard,1.1,1.6,SF,25.5,1.8,SAS,2.1,5.8
28,6.6,"MVP-6,AS,NBA2",0.2,3.7,.580,.537,4.4,8.3,.411,4.1,10.0,.468,8.5,18.3,.898,4.1,4.6,79,79,33.4,Stephen Curry,0.8,2.3,PG,25.3,1.8,GSW,3.0,4.5
24,5.8,AS,0.3,2.5,.535,.505,6.9,13.6,.401,2.5,6.1,.473,9.3,19.7,.905,4.1,4.6,72,72,35.1,Kyrie Irving,0.7,2.2,PG,25.2,1.2,CLE,2.5,3.2
28,4.8,"MVP-9,AS,NBA2",1.6,7.6,.594,.608,7.0,11.5,.375,1.9,5.0,.537,8.9,16.5,.875,5.4,6.2,62,62,33.4,Kevin Durant,0.6,1.9,PF,25.1,1.1,GSW,2.2,8.3
21,2.7,,1.3,8.7,.576,.582,8.5,14.7,.367,1.2,3.4,.542,9.8,18.0,.832,4.3,5.2,82,82,37.0,Karl-Anthony Towns,3.6,2.9,C,25.1,0.7,MIN,2.6,12.3
27,5.5,"AS,NBA3",0.4,4.5,.492,.477,6.3,13.2,.367,1.2,3.3,.455,7.5,16.5,.865,7.7,8.9,76,75,37.0,Jimmy Butler,1.7,1.5,SF,23.9,1.9,CHI,2.1,6.2
26,3.3,AS,0.4,5.8,.534,.501,5.7,11.4,.393,2.6,6.6,.461,8.3,18.0,.898,4.5,5.0,75,75,35.9,Paul George,0.8,2.7,SF,23.7,1.6,IND,2.9,6.6
21,2.3,,0.4,2.8,.484,.473,7.4,15.6,.356,1.3,3.5,.452,8.6,19.1,.760,5.0,6.6,82,82,37.2,Andrew Wiggins,1.2,2.2,SF,23.6,1.0,MIN,2.3,4.0
26,5.5,AS,0.3,3.3,.527,.476,5.1,10.7,.399,3.0,7.6,.444,8.1,18.3,.847,3.8,4.5,79,79,34.7,Kemba Walker,0.6,1.5,PG,23.2,1.1,CHO,2.1,3.9
23,3.5,,0.3,2.4,.566,.538,5.4,10.0,.404,2.9,7.2,.482,8.3,17.2,.825,3.7,4.4,77,77,34.9,Bradley Beal,0.7,2.2,SG,23.1,1.1,WAS,2.0,3.1
26,10.7,"MVP-7,AS,NBA3",0.6,3.4,.482,.480,7.2,14.9,.327,1.1,3.5,.451,8.3,18.4,.801,5.4,6.8,78,78,36.4,John Wall,0.8,1.9,PG,23.1,2.0,WAS,4.1,4.2
25,3.6,,0.5,2.9,.544,.506,6.3,12.5,.421,2.3,5.5,.480,8.7,18.0,.912,3.4,3.7,80,80,35.0,CJ McCollum,0.8,2.5,SG,23.0,0.9,POR,2.2,3.6
22,5.4,"MVP-7,MIP-1,AS,NBA2",1.9,7.0,.541,.563,7.6,13.5,.272,0.6,2.3,.521,8.2,15.7,.770,5.9,7.7,80,80,35.6,Giannis Antetokounmpo,1.8,3.1,SF,22.9,1.6,MIL,2.9,8.8
32,2.9,AS,0.5,5.1,.488,.466,6.1,13.1,.359,2.0,5.7,.433,8.1,18.8,.833,4.1,4.9,74,74,34.3,Carmelo Anthony,0.8,2.7,SF,22.4,0.8,NYK,2.1,5.9
30,7.0,AS,0.3,4.0,.569,.518,3.9,7.5,.412,3.2,7.8,.464,7.1,15.3,.819,5.0,6.1,60,60,37.4,Kyle Lowry,0.8,2.8,PG,22.4,1.5,TOR,2.9,4.8
26,2.1,AS,0.5,3.0,.565,.516,4.8,9.3,.414,3.4,8.3,.468,8.3,17.6,.853,2.4,2.8,78,78,34.0,Klay Thompson,0.6,1.8,SG,22.3,0.8,GSW,1.6,3.7
20,3.4,,0.3,2.6,.475,.447,5.9,13.2,.363,1.9,5.2,.423,7.8,18.3,.832,4.7,5.7,78,78,35.0,Devin Booker,0.6,3.1,SG,22.1,0.9,PHO,3.1,3.2
26,3.5,AS,0.3,4.7,.536,.506,5.4,10.7,.398,2.0,5.1,.471,7.5,15.8,.844,5.0,5.9,73,73,34.5,Gordon Hayward,0.7,1.6,SF,21.9,1.0,UTA,1.9,5.4
