age,ast_per_g,awards,blk_per_g,drb_per_g,efg_pct,fg2_pct,fg2_per_g,fg2a_per_g,fg3_pct,fg3_per_g,fg3a_per_g,fg_pct,fg_per_g,fga_per_g,ft_pct,ft_per_g,fta_per_g,games,games_started,mp_per_g,name_display,orb_per_g,pf_per_g,pos,pts_per_g,stl_per_g,team_name_abbr,tov_per_g,trb_per_g
23,5.5,"MVP-4,AS,NBA1",0.8,4.9,.505,.481,8.7,18.2,.386,2.3,6.0,.457,11.1,24.2,.793,7.7,9.7,75,74,39.4,Tracy McGrady,1.6,2.1,SG,32.1,1.7,ORL,2.6,6.5
24,5.9,"MVP-3,DPOY-8,AS,NBA1",0.8,5.6,.483,.465,9.1,19.5,.383,1.5,4.0,.451,10.6,23.5,.843,7.3,8.7,82,82,41.5,Kobe Bryant,1.3,2.7,SG,30.0,2.2,LAL,3.5,6.9
27,5.5,"MVP-6,DPOY-6,AS,NBA2",0.2,3.4,.436,.440,8.8,20.0,.277,1.0,3.7,.414,9.8,23.7,.774,7.0,9.0,82,82,42.5,Allen Iverson,0.8,1.8,SG,27.6,2.7,PHI,3.5,4.2
30,3.1,"MVP-5,DPOY-13,AS,NBA1",2.4,7.2,.574,.574,10.4,18.1,,0.0,0.0,.574,10.4,18.1,.622,6.7,10.8,67,66,37.8,Shaquille O'Neal,3.9,3.4,C,27.5,0.6,LAL,2.9,11.1
25,4.4,"MVP-11,AS,NBA3",0.8,6.0,.454,.454,6.9,15.2,.302,1.5,4.9,.416,8.4,20.2,.802,7.6,9.5,79,79,39.2,Paul Pierce,1.3,2.9,SG,25.9,1.8,BOS,3.6,7.3
24,3.0,"MVP-7,AS,NBA2",1.0,8.9,.513,.493,6.8,13.7,.379,1.9,4.9,.463,8.6,18.6,.881,6.0,6.9,80,80,39.0,Dirk Nowitzki,1.0,2.6,PF,25.1,1.4,DAL,1.9,9.9
26,3.9,"MVP-1,DPOY-4,AS,NBA1",2.9,9.7,.515,.517,8.7,16.9,.273,0.1,0.3,.513,8.8,17.2,.710,5.6,7.8,81,81,39.3,Tim Duncan,3.2,2.9,PF,23.3,0.7,SAS,3.1,12.9
26,6.0,"MVP-2,DPOY-3,AS,NBA1",1.6,10.5,.508,.513,8.8,17.2,.282,0.2,0.9,.502,9.1,18.1,.751,4.6,6.1,82,82,40.5,Kevin Garnett,3.0,2.4,PF,23.0,1.4,MIN,2.8,13.4
29,5.4,"MVP-10,AS,NBA2",1.3,8.1,.463,.465,9.8,21.1,.238,0.1,0.3,.461,9.9,21.4,.607,3.2,5.3,67,67,39.1,Chris Webber,2.4,3.0,PF,23.0,1.6,SAC,3.2,10.5
27,4.4,,0.2,3.8,.512,.478,5.2,10.9,.377,2.6,7.0,.439,7.9,17.9,.916,4.2,4.5,76,75,37.9,Ray Allen,1.2,2.9,SG,22.5,1.4,2TM,2.6,5.0
31,2.7,,0.1,2.5,.506,.467,5.8,12.4,.396,2.2,5.5,.445,8.0,17.9,.919,4.4,4.8,82,82,37.9,Allan Houston,0.3,2.3,SG,22.5,0.7,NYK,2.2,2.8
25,8.1,"AS,NBA3",0.2,2.6,.468,.472,7.2,15.2,.301,1.1,3.7,.439,8.3,18.9,.803,4.6,5.8,81,81,40.0,Stephon Marbury,0.7,2.5,PG,22.3,1.3,PHO,3.2,3.2
26,1.9,,0.5,4.7,.492,.496,7.6,15.4,.311,0.8,2.5,.470,8.4,17.9,.789,4.6,5.8,82,82,39.3,Antawn Jamison,2.4,2.4,SF,22.2,0.9,GSW,2.2,7.0
30,4.8,,0.3,3.5,.448,.416,6.2,14.9,.370,1.6,4.4,.406,7.8,19.3,.854,4.9,5.7,82,82,40.9,Jalen Rose,0.8,3.3,SF,22.1,0.9,CHI,3.5,4.3
30,5.6,"MVP-11,AS,NBA3",0.2,5.3,.460,.430,6.7,15.6,.389,1.5,3.7,.422,8.2,19.3,.848,3.8,4.5,82,81,40.5,Jamal Mashburn,0.8,2.4,SF,21.6,1.0,NOH,2.8,6.1
28,4.5,,0.4,2.8,.438,.439,6.0,13.7,.290,1.0,3.5,.409,7.0,17.2,.878,6.5,7.4,70,70,39.2,Jerry Stackhouse,0.9,1.9,SG,21.5,0.9,WAS,2.8,3.7
24,2.4,"DPOY-13,AS",1.2,7.1,.500,.473,6.4,13.6,.387,1.7,4.5,.452,8.2,18.1,.851,3.1,3.6,81,81,41.6,Shawn Marion,2.5,2.6,SF,21.2,2.3,PHO,1.9,9.5
25,6.2,AS,0.5,4.2,.468,.453,6.0,13.2,.354,1.0,3.0,.435,7.0,16.2,.800,5.9,7.3,81,81,41.0,Steve Francis,2.0,3.1,PG,21.0,1.7,HOU,3.7,6.2
24,2.0,"AS,NBA3",2.3,7.7,.487,.487,7.8,16.1,.333,0.1,0.3,.484,7.9,16.4,.731,4.8,6.6,77,76,37.2,Jermaine O'Neal,2.6,3.6,PF,20.8,0.9,IND,2.3,10.3
30,3.0,,0.4,5.4,.468,.456,6.5,14.3,.342,1.3,3.8,.432,7.8,18.1,.876,3.9,4.4,69,68,37.6,Glenn Robinson,1.2,2.7,SF,20.8,1.3,ATL,3.6,6.6
26,3.3,AS,1.0,3.0,.497,.493,7.2,14.6,.344,1.0,3.0,.467,8.3,17.7,.806,3.0,3.7,43,42,34.2,Vince Carter,1.4,2.8,SG,20.6,1.1,TOR,1.7,4.4
23,5.5,,0.5,3.7,.435,.417,6.7,16.0,.363,0.9,2.6,.410,7.6,18.6,.748,4.4,5.9,79,76,39.6,Ricky Davis,1.2,2.3,SG,20.6,1.6,CLE,3.5,4.9
39,4.7,,0.4,6.4,.463,.464,7.3,15.7,.214,0.0,0.2,.462,7.3,15.9,.763,5.9,7.7,81,81,36.2,Karl Malone,1.4,2.5,PF,20.6,1.7,UTA,2.6,7.8
34,8.3,"DPOY-11,AS",0.3,3.2,.472,.476,7.6,16.1,.297,0.7,2.3,.454,8.3,18.3,.710,3.1,4.4,80,80,40.1,Gary Payton,1.0,2.3,PG,20.4,1.7,2TM,2.3,4.2
26,4.8,AS,0.4,5.9,.449,.427,5.3,12.5,.323,2.4,7.5,.388,7.7,19.9,.615,2.3,3.7,78,78,41.5,Antoine Walker,1.3,2.8,PF,20.1,1.5,BOS,3.3,7.2
39,3.8,AS,0.5,5.2,.450,.450,8.1,18.0,.291,0.2,0.7,.445,8.3,18.6,.821,3.2,4.0,82,67,37.0,Michael Jordan,0.9,2.1,SF,20.0,1.5,WAS,2.1,6.1
26,3.0,,0.5,6.2,.487,.485,6.7,13.9,.350,0.3,0.7,.478,7.0,14.6,.841,5.6,6.7,81,81,38.1,Shareef Abdur-Rahim,2.2,3.0,PF,19.9,1.1,ATL,2.6,8.4
33,5.8,,0.2,3.7,.495,.487,6.2,12.8,.362,0.8,2.1,.470,7.0,14.9,.861,4.9,5.7,78,77,34.6,Sam Cassell,0.7,2.8,PG,19.7,1.1,MIL,2.3,4.4
24,2.5,,0.2,2.8,.456,.461,6.6,14.2,.269,0.4,1.5,.443,7.0,15.7,.833,5.4,6.4,82,82,32.2,Richard Hamilton,1.1,3.0,SG,19.7,0.8,DET,2.4,3.9
29,3.0,,0.3,4.3,.475,.445,5.6,12.6,.370,1.7,4.7,.425,7.3,17.3,.861,2.9,3.3,69,69,38.3,Michael Finley,1.6,1.5,SF,19.3,1.1,DAL,1.7,5.8
25,2.0,AS,0.1,4.7,.556,.545,4.8,8.7,.382,2.2,5.6,.481,6.9,14.4,.875,3.2,3.7,72,72,34.0,Peja StojakoviÄ,0.8,2.0,SF,19.2,1.0,SAC,1.4,5.5
22,2.8,,1.8,6.4,.510,.514,6.9,13.5,.100,0.0,0.1,.510,6.9,13.6,.736,5.1,6.9,82,82,36.0,Pau Gasol,2.3,2.7,PF,19.0,0.4,MEM,2.6,8.8
29,8.9,"MVP-9,AS,NBA2",0.3,4.9,.465,.445,4.9,10.9,.341,1.6,4.6,.414,6.4,15.6,.841,4.2,5.0,80,80,37.4,Jason Kidd,1.4,1.6,PG,18.7,2.2,NJN,3.7,6.3
23,2.5,,2.5,6.8,.502,.502,7.3,14.5,.000,0.0,0.0,.502,7.3,14.5,.685,3.9,5.7,62,61,39.6,Elton Brand,4.6,3.3,PF,18.5,1.1,LAC,2.6,11.3
31,3.7,,0.7,4.1,.494,.432,4.1,9.5,.407,2.1,5.1,.423,6.2,14.6,.822,4.0,4.9,47,47,38.1,Eddie Jones,0.7,2.9,SG,18.5,1.4,MIA,1.8,4.8
29,3.0,,0.4,5.2,.450,.449,7.3,16.3,.500,0.0,0.1,.450,7.4,16.4,.803,3.7,4.6,77,77,35.5,Juwan Howard,2.4,3.1,PF,18.4,1.0,DEN,2.5,7.6
21,6.3,MIP-1,0.2,3.5,.478,.461,4.9,10.6,.348,1.3,3.8,.431,6.2,14.4,.791,4.5,5.7,82,82,35.0,Gilbert Arenas,1.2,3.2,PG,18.3,1.5,GSW,3.5,4.7
